日期,類型,番數,序,品項,時段,生產數量(支數),生產量修正(+/-量),轉位1,轉位2,轉位3,轉位4,轉位5,轉位6,離心開始,離心結束,加料轉速,慢速轉速,中速轉速,高速轉速,加料時間,慢速時間,中速時間,高速時間,蒸養池,入池時間,蒸養溫度1,蒸養溫度2,蒸養溫度3,蒸養階段1,蒸養階段2,蒸養階段3,位置,排列1,排列2,排列3,排列4,排列5,排列6
2026-07-06,小型,1,26,300,下午,12,,27,44,46,7,36,38,1304,1324,280,350,500,900,8,1,3,7,1,1402,60,80,80,30,60,90,下,27,44,46,7,36,38
2026-07-06,小型,2,29,400,下午,10,,32,14,19,11,27,,1335,1352,280,350,500,900,5,1,3,7,1,1402,60,80,80,30,60,90,中,32,14,19,11,27,
2026-07-06,小型,3,32,400,下午,10,,24,9,34,10,45,,1404,1421,280,350,500,900,6,1,3,7,2,1503,60,80,80,30,60,90,下,24,9,34,10,45,
2026-07-06,小型,4,37,400,下午,10,,39,12,41,44,36,,1434,1452,280,350,500,900,6,1,3,7,2,1503,60,80,80,30,60,90,中,39,12,41,44,36,
2026-07-06,小型,5,41,400,下午,10,,2,21,37,16,18,,1502,1520,280,350,500,900,6,1,3,7,4,1608,60,80,80,30,60,90,下,2,21,37,16,18,
2026-07-06,小型,6,46,400,下午,10,,33,43,31,40,25,,1537,1556,280,350,500,900,7,1,3,7,4,1608,60,80,80,30,60,90,中,33,43,31,40,25,
2026-07-06,小型,7,49,400,下午,10,,5,30,20,46,38,,1608,1626,280,350,500,900,6,1,3,7,3,1710,60,80,80,30,60,90,下,5,30,20,46,38,
2026-07-06,小型,8,"53,54",400_2.4,下午,5,,3,28,15,22,8,,1637,1702,280,350,500,900,9,1,3,7,3,1710,60,80,80,30,60,90,中,3,28,15,22,8,
2026-07-06,中型,1,"1,2",800,上午,6,,4,6,1,,,,0750,0825,280,320,530,980,12,4,3,11,1,0835,60,90,90,30,60,90,下,4,6,1,,,
2026-07-06,中型,2,"3,4",800,上午,4,,3,5,,,,,0835,0915,280,320,530,980,13,6,3,11,2,0925,60,90,90,30,60,90,下,3,5,,,,
2026-07-06,中型,2,"3,4",700,上午,2,,,,2,,,,0835,0915,280,320,530,980,13,6,3,11,2,0925,60,90,90,30,60,90,下,,,2,,,
2026-07-06,中型,3,"7,8",600,上午,8,,1,9,7,19,,,0925,1005,270,320,530,930,14,6,3,9,4,1100,60,90,90,30,60,90,下,1,9,7,19,,
2026-07-06,中型,4,"15,16",700,上午,6,,6,7,3,,,,1015,1050,270,320,530,930,12,6,3,10,3,1150,60,90,90,30,60,90,下,6,7,3,,,
2026-07-06,中型,5,"23,24",E型 1000,上午,4,,5,4,,,,,1100,1140,295,340,530,980,13,6,3,11,3,1150,60,90,90,30,60,90,上,5,4,,,,
2026-07-06,中型,1,"27,28",E型 1200,下午,4,,2,4,,,,,1305,1355,340,480,600,1080,14,6,2,16,1,1405,60,85,85,30,60,90,下,2,4,,,,
2026-07-06,中型,2,"33,34",P900,下午,10,10,4,3,2,,,,1405,1515,290,380,580,860,14,4,2,10,2,1525,60,85,85,30,60,90,下,4,3,2,,,
2026-07-06,中型,3,"44,45",800,下午,6,,3,6,4,,,,1525,1605,280,320,530,980,14,6,3,11,4,1615,60,85,85,30,60,90,下,3,6,4,,,
2026-07-06,中型,4,"50,51",800,下午,4,,5,1,,,,,1615,1655,280,320,530,980,17,6,3,11,3,1705,60,85,85,30,60,90,下,5,1,,,,
2026-07-06,中型,4,"50,51",700,下午,2,,,,2,,,,1615,1655,280,320,530,980,17,6,3,11,3,1705,60,85,85,30,60,90,下,,,2,,,
