日期,類型,番數,序,品項,時段,生產數量(支數),生產量修正(+/-量),轉位1,轉位2,轉位3,轉位4,轉位5,轉位6,離心開始,離心結束,加料轉速,慢速轉速,中速轉速,高速轉速,加料時間,慢速時間,中速時間,高速時間,蒸養池,入池時間,蒸養溫度1,蒸養溫度2,蒸養溫度3,蒸養階段1,蒸養階段2,蒸養階段3,位置,排列1,排列2,排列3,排列4,排列5,排列6
2026-07-16,小型,1,22,300,下午,12,,27,44,46,7,38,36,1304,1324,280,350,500,900,8,1,3,7,4,1400,60,80,80,30,60,90,下,27,44,46,7,38,36
2026-07-16,小型,2,26,400,下午,10,,20,9,27,37,23,,1334,1351,280,350,500,900,5,1,3,7,4,1400,60,80,80,30,60,90,中,20,9,27,37,23,
2026-07-16,小型,3,30,400,下午,10,,24,26,34,36,18,,1402,1419,280,350,500,900,6,1,3,7,2,1535,60,80,80,30,60,90,下,24,26,34,36,18,
2026-07-16,小型,4,33,400,下午,10,,14,31,32,41,19,,1432,1449,280,350,500,900,5,1,3,7,2,1535,60,80,80,30,60,90,中,14,31,32,41,19,
2026-07-16,小型,5,37,400,下午,10,,25,10,33,4,12,,1504,1524,280,350,500,900,8,1,3,7,2,1535,60,80,80,30,60,90,上,25,10,33,4,12,
2026-07-16,小型,6,40,400,下午,10,,38,39,13,45,17,,1538,1555,280,350,500,900,5,1,3,7,3,1712,60,80,80,30,60,90,下,38,39,13,45,17,
2026-07-16,小型,7,41,400,下午,10,,6,42,2,21,5,,1609,1627,280,350,500,900,5,1,3,7,3,1712,60,80,80,30,60,90,中,6,42,2,21,5,
2026-07-16,小型,8,"44,45",400_2.4,下午,5,,3,28,8,15,22,,1639,1704,280,350,500,900,10,1,3,7,3,1712,60,80,80,30,60,90,上,3,28,8,15,22,
2026-07-16,中型,1,"1,2",800,上午,6,,3,4,6,,,,0755,0830,280,320,530,980,17,6,3,11,3,0845,60,90,90,30,60,90,下,3,4,6,,,
2026-07-16,中型,2,"7,8",800,上午,4,,5,1,,,,,0840,0920,280,320,530,980,12,6,3,11,2,0935,60,90,90,30,60,90,下,5,1,,,,
2026-07-16,中型,2,"7,8",700,上午,2,,,,5,,,,0840,0920,280,320,530,980,12,6,3,11,2,0935,60,90,90,30,60,90,下,,,5,,,
2026-07-16,中型,3,"13,14",700,上午,4,,6,2,,,,,0930,1000,270,320,530,930,12,4,3,9,4,1020,60,90,90,30,60,90,下,6,2,,,,
2026-07-16,中型,3,"13,14",700_0.5,上午,6,,,,3,,,,0930,1000,270,320,530,930,12,4,3,9,4,1020,60,90,90,30,60,90,下,,,3,,,
2026-07-16,中型,4,"19,20",600,上午,8,,2,7,1,9,,,1015,1050,270,320,530,930,17,6,3,9,1,1115,60,90,90,30,60,90,下,2,7,1,9,,
2026-07-16,中型,1,"23,24",P900,下午,10,10,4,3,2,,,,1305,1415,290,380,580,860,15,4,2,10,3,1425,60,85,85,30,60,90,下,4,3,2,,,
2026-07-16,中型,2,"34,35",800,下午,6,,5,6,3,,,,1430,1510,280,320,530,980,12,6,3,11,1,1520,60,85,85,30,60,90,下,5,6,3,,,
2026-07-16,中型,3,"38,39",800,下午,4,,4,1,,,,,1525,1600,280,320,530,980,12,6,3,11,2,1610,60,85,85,30,60,90,下,4,1,,,,
2026-07-16,中型,3,"38,39",700,下午,2,,,,5,,,,1525,1600,280,320,530,980,12,6,3,11,2,1610,60,85,85,30,60,90,下,,,5,,,
2026-07-16,中型,4,"42,43",700,下午,6,,2,7,4,,,,1615,1655,270,320,530,930,15,4,3,9,4,1705,60,85,85,30,60,90,下,2,7,4,,,
